ID,최초접수경찰서,발생경찰서,관할지구대(파출소),발생일시,발생위치-전체주소,검거죄종(7대),검거죄명,피의자,피해자,범죄사실,경도,위도
207,경기부천소사경찰서,경기부천소사경찰서,원미지구대,2018-11-26 14:00,경기도 부천시 부흥로413번길 9 1~3층 (심곡동),,사기,1,1,"피의자는 2018. 11. 26. 14:00경 피해자 박민재(남,30세))에게 전화를 걸어 대출회사 담당 신종호 팀장이라고 사칭하며 ""대출을 받으려면 신용등급 조회를 해야 하는데 수수료가 필요하다고 거짓말을 하였다. 그러나 사실은 대출회사 직원이 아닐 뿐만 아니라 대출을 해 줄 의사나 능력은 없었다.
피의자는 이처럼 피해자를 기망하여 이에 속은 피해자로 부터 
1) 2018. 11. 26. 14:21경 박나래 농협은행 계좌(3513465979013)로 5만원
2) 2018. 11. 26. 14:21경 문성운 농협은행 계좌(3513467985493)로 5만원
3) 2018. 11. 26. 14:21경 전경아 농협은행 계좌(3013265498191)로 5만원
4) 2018. 11. 26. 14:21경 손한희 제일은행 계좌(70464659794)로 5만원 등 
총 4회에 걸쳐 20만원을 교부 받았다.",126.7699224,37.75929074
208,서울양천경찰서,서울양천경찰서,목1지구대,2018-11-02 1:50,서울특별시 양천구 목동서로2길 22 112동 110호 목동한신청구아파트,폭력,폭행,2,2,"가. 피의자 신병권
피의자는 2018. 11. 2. 01:50경 서울특별시 양천구 목동서로2길 22 112동 110호 질러노래방 1번방에서, 피해자 황영주(23세, 여)을 포함한 지인들과 함께 술을 마시며 농담을 하던 중 피해자와 오해가 생겨 말다툼을 하게 되었다. 피의자는 이 과정에서 피해자에게 ""창년아, 너는 애미 없는 년이다!""라고 욕설을 하여 피해자를 공연히 모욕하였다.
나. 피의자 안지연
피의자는 위 '가'항과 같은 일시 및 장소에서, 피해자 김기영(24세)의 위 '가'항과 같은 행위에 대항하여, 피해자의 머리채를 잡고 흔들어 폭행하였다.",126.3816439,34.79980368
209,부산북부경찰서,부산북부경찰서,만덕지구대,2017-05-22 0:00,"부산광역시 북구 덕천로234번길 34 201동 105호(만덕동, 럭키)",,사기,1,1,"피의자는 2017. 5. 22.경 장소를 알 수 없는 곳에서 네이버 카페 ‘아이러브오디오’에 접속하여 ‘카오디오‘를 판다는 글과 연락처를 게시하여, 이를 보고 전화한 피해자 방정선에게 피의자 명의의 새마을금고 9131-2464-7797-1 계좌로 돈을 보내주면 카오디오를 택배로 보내주겠다고 거짓말을 하였다. 그러나 사실은 피해자로부터 돈을 송금받더라도 책을 판매할 의사나 능력이 없었다. 그럼에도 불구하고, 위와 같이 피해자를 기망하여 이에 속은 피해자로 하여금 같은날 피해자 명의의 농협 3165646565201 계좌에서 피의자 명의의 위 새마을금고 계좌로 150,000원을 이체하게 한 것을 비롯하여 붙임 별지일람표와 같이 중고책, 테니스라켓, 캠핑용품 등을 판매한다고 하며 피해자들을 기망하여 총 33회에 걸쳐 여 6,420,000원을 피의자 명의의 위 새마을금고 계좌로 이체하게 하여 재산상의 이익을 취득하였다.",128.4167889,36.14625229
210,전북전주완산경찰서,전북전주완산경찰서,서부지구대,2018-08-14 0:15,전라북도 전주시 완산구 효자동3가 농소7길 19 (효자동3가),강간·강제추행,강제추행,1,1,"피의자는 무직으로 피해자와 전혀 일면식이 없는 사람이다. 
2018. 8. 14. 00:15경 강릉시 창해로 449 경포 샤워장 건물 앞 노상에서 걸어가고 있던 피해자 황윤선의 앞을 아무런 이유 없이 가로막더니 ""좆같네, 씨발""이라고 욕을 하고 비웃으면서 양손을 벌려 피해자의 가슴을 만지려고 하고 계속하여 민소매티를 입고 있던 피해자의 팔을 왼쪽 손으로 만지는 등 그녀의 의사에 반하여 강제로 추행하였다.",127.3977775,36.31960414
211,대전중부경찰서,대전중부경찰서,유성지구대,2019-02-25 1:10,"대전광역시 유성구 도안동로 523 호반베르디움 204동 101호 (봉명동, 베르디움)",폭력,폭행,1,1,"피의자는 피해자가 운영하는 ""미미대박집""에 오는 손님이다.
피의자는 2019. 02. 25. 01:10경 대전광역시 유성구 도안동로 523 ""미미대박집"" 내에서 술을 마시던 중 피해자 강민자(59세,여)를 향해 술을 팔며 남자손님에게 성기를 만지게 한다는등 모욕적인 언행을 하였다. 이에 피해자가 화가 나 피의자의 멱살을 잡고 항의하자 주먹으로 피해자의 안면부위를 수회 폭행 하였다.",126.8492195,37.5611163
212,경기고양경찰서,경기고양경찰서,원당지구대,2017-03-04 2:40,경기도 고양시 덕양구 충장로475번길 17 (성사동),방화,일반물건방화,1,1,"피의자는 에어컨 설치 기사로 술을 마신 후 길을 걸어가면서 불특정 물건에 불을 지르기로 마음먹었다.
피의자는 2017. 3. 4. 02:40경 경기도 고양시 덕양구 충장로475번길 17 (성사동)에 있는 오토카센타 주차장에서 미리 소지하고 있던 터보 라이터로 그곳에 걸려있던 피해자 조재헌(42세)가 관리하는 그린마트 홍보 현수막에 불을 붙인 다음 그 불길이 현수막에 번지게 하였다. 
이로써, 피의자는 위 장소에 있던 현수막을 소훼하여 공공의 위험을 발생하게 하였다.
",128.3169039,36.15046988
213,경기고양경찰서,경기고양경찰서,주엽지구대,2016-09-24 4:30,경기도 고양시 일산서구 강선로 70 810-101,폭력,폭행,1,1,"피의자와 피해자는 부부지간이다.
2016. 9. 24. 04:30경 경기도 고양시 일산서구 강선로 70 810-101 202호 주택내 안방에서 사업관련 이야기 중 불상의 이유로 시비가 되어 피의자가 침실에 설치되어 있는 빨래 행거를 피해자에게 던지고 발과 손으로 피해자의 왼쪽 뺨과 온몸을 수회 가격하여 폭행한 것이다.",126.7303272,37.41688291
214,경기수원중부경찰서,경기수원중부경찰서,인계파출소,2016-01-06 0:50,"경기도 수원시 팔달구 권광로317번길 15 304동 104호(인계동, 선경아파트3차)",폭력,폭행,1,1," 피의자는 피해자 박성희(17세,남)과 고등학교 때 친구로 지내다 과거 사소한 일로 관계가 나빠져 사이가 멀어졌다.
피의자는 2016. 1. 6. 00:50 경 경기도 수원시 팔달구 권광로317번길 15 명동당구장 앞 노상에서 피해자가 쳐다본다는 이유로 “야 너 뭘 꼬라봐 씨발놈아”라고 욕을 하면서 목을 잡고 밀치는 등 폭행한 것이다.",127.0896347,37.74272894
215,경기안성경찰서,경기안성경찰서,중앙지구대,2016-09-03 23:05,경기도 안성시 내혜홀1길 14-12,폭력,상해,1,1,"피의자는 사건 당시 같은 경기도 안성시 내혜홀1길 14-12 오피스텔 건설현장에서 피해자 주재훈(64세,남)과 같은 노동 일을 하였던 사이로, 피의자 밑에 피해자가 일을 하는 관계이나, 피의자와 피해자는 아무런 관계가 없는 사람이다.
피의자는 2016. 9. 3. 23:05경 경기도 안성시 내혜홀1길 모텔 503호에서, 피해자가 노임을 주지 않는 것을 항의하며 따지자 화가 났다. 
그래서 피의자는 손으로 피해자의 멱살을 잡고 밀고 당기는 몸싸움을 하였고, 그 과정에서 어깨, 팔 등으로 피해자의 얼굴을 가격하여 피해자에게 코피를 나게 하였다.
이로써, 피의자는 피해자 주재훈에게 코피를 나게 하는 등 치료일수 미상의 상해를 가하였다.",129.3469786,36.03145349
216,대구동부경찰서,대구동부경찰서,동내혁신파출소,2016-01-21 20:50,대구광역시 동구 과학로 45,,재물손괴,1,1,"피의자와 피해자는 법적인 부부관계로 사건전일 서로 말다툼을 하고 피의자가 집을 나갔다.
2016. 1. 21. 20:50경에 피의자는 주거지인 대구광역시 동구 과학로 45 202호로 귀가하여 처가 데리고 있는 자녀들을 데리고 가겠다며 현관문을 열어줄 것을 요구하였으나 피해자가 거부하자 보관하고 있던 어린이용 알루미늄 야구방망이를 이용하여 현관문의 손잡이와 번호 키 등을 여러 차례 내리쳐 시가미상의 재물을 손괴하였다.",128.6930068,35.84026787
217,경기안양동안경찰서,경기안양동안경찰서,평안지구대,2017-11-18 15:30,"경기도 안양시 동안구 관평로138번길 53 707동 102호(평촌동, 초원마을부영7단지아파트)",강간·강제추행,강제추행,1,1,"피의자 황승호(16세, 무직)은 장애미등록으로 의사소견 상 중증도지적장애로 소견 받은 발달장애인이다.
피의자는, 2017. 11. 18. 15:30경 경기도 안양시 동안구 관평로138번길 53 707동 102호 1층에서 피해자가 엘리베이터 타는 것을 보고 뒤 따라 탄 후 갑자기 양손으로 피해자의 치마 안으로 손을 집어넣어 성기 부분을 만져 강제로 추행 하였다.
",126.8464598,37.55121558
218,전북익산경찰서,전북익산경찰서,부송팔봉지구대,2019-03-19 4:30,전라북도 익산시 약촌로8길 37,강간·강제추행,강간,1,1,"피의자는 상상대 전자공학과에 재학중인 학생으로 친구 이철주과 만나 술을 마시던 중 친구의 여자친구 김솔희, 피해자와 술자리에 합석하게 되었고 술자리가 끝난 후 피해자의 집에 함께 가게 되었다. 
피의자는 2019. 3. 19. 04:30경 피해자의 주거지인 전라북도 익산시 약촌로8길 37 202호 내에서 술에 취해 자고 있는 피해자의 바지와 팬티를 벗기고 자신의 옷을 벗은 다음 성기를 피해자의 성기에 삽입하여 강간하였다. 이로써 피해자가 술에 취해 잠이 들어 심신이 상실된 상태를 이용하여 강간하였다",126.4132625,33.48365423
219,강원강릉경찰서,강원강릉경찰서,동부지구대,2018-05-22 0:40,강원도 강릉시 성곡고양길5번안길 23 (교동),강간·강제추행,강제추행,1,1,"피의자는, 2018. 5. 22. 00:40경 강원도 강릉시 성곡고양길5번안길 23 (교동) 노상에서 피해자(여, 96년생)가 혼자 걸어오는 것을 보고 피해자를 추행하기로 마음먹었다.
피의자는 아무 일 없다는 듯이 피해자를 지나쳐 가다가 되돌아 와 피해자 등 뒤에서 기습적으로 양팔로 피해자를 껴안고 가슴을 만졌다. 이로써 피의자는 피해자를 강제로 추행하였다.",127.4468421,36.32716502
220,경남김해경찰서,경남김해경찰서,진영파출소,2018-05-17 5:30,경상남도 김해시 진영읍 진영로454번길 46 진영명성,,사기,1,1,"피의자는 2018. 5. 17. 알 수 없는 시간과 장소에서, 인터넷 직거래 사이트 ‘번개장터’에 “루이비통 600,000원에 팝니다”라는 글을 게시하였다.  피의자는 위 글을 보고 연락한 피해자 심원보(42세)에게 “100만원을 입금하면 가방 2개를 택배로 배송하겠다”라고 번개장터 대화창으로 전송하였다. 그러나 피의자는 피해자로부터 돈을 받더라도 가방을 판매할 의사나 능력이 없었다.
    피의자는 위와 같이 피해자를 속여, 피해자로부터 2018. 5. 17. 21:18경 650,000원, 21:31경 350,000원 등 총 1,000,000원을 김돌쇠 명의 하나은행 6464-1464-713137 계좌로 입금받았다.
    피의자는 이를 비롯하여 별지 범죄일람표와 같이 피해자들로부터 39회에 걸쳐 총 21,462,000원을 입금받았다",127.2186275,37.53917316
221,부산남부경찰서,부산남부경찰서,뭇골파출소,2019-02-15 1:51,부산광역시 남구 못골번영로 40 (대연동),방화,일반물건방화,1,1,"피의자는 2019. 2. 15. 01:51경 부산광역시 남구 못골번영로 40 (대연동)  앞 노상에서 스트레스가 많이 쌓여 괴롭다는 이유로 피해자 이인업(64세) 소유의 잉어빵 포장마차로 다가가 소지하고 있던 터보라이터를 이용해 포장마차 왼쪽 천막에 불을 붙여 시가 50만원 상당의 포장마차 일부를 소훼하였다.
",127.2924661,34.60557225
222,경기의정부경찰서,경기의정부경찰서,송산파출소,2016-02-12 2:20,"경기도 의정부시 용현로 42 (용현동,신도10차 파크힐타운)",강간·강제추행,강간,1,1,"피의자 권민택(남, 47세), 피해자 장진우(여, 44세)은 17년 전부터 동거해온 사실혼 관계인 자들이다.
피의자는, 2016. 2. 12. 02:20경 경기도 의정부시 용현로 42 (용현동,신도10차 파크힐타운) 303호내에서 피해자의 옷을 강제로 벗기고 성관계 하려하자 피해자가 완강히 저항하며 거부를 하였다. 그러나 이를 무시하고 손으로 피해자의 머리채를 잡고 벽에 수회 부딪치게 하는 등 항거 불능케 억압한 이후, 피해자의 옷을 강제로 전부 벗기고 1회 강간 하였다.",127.1349899,36.83591811
223,경기안산상록경찰서,경기안산상록경찰서,이동파출소,2016-01-11 8:00,경기도 안산시 상록구 이동공원로 43 (이동),폭력,폭행,1,1,"피의자와 피해자 강익선(여, 62세)와는 부부관계에 있다.
피의자는 2016. 1. 11. 08:00경 경기도 안산시 상록구 이동공원로 43 (이동)에 있는 순창 닭집 내에서 피해자가 아침밥을 주지 않은 것에 불만을 품고 ' 야 씨발년아 이 개같은년아' ‘콱 눈구멍을 파불랑께' 라고 욕을 하며 발로 허벅지 부위를 1회 걷어차고, ’통장을 내놔라‘ 라고 하며 오른손으로 피해자 멱살을 잡고 끌어 당겨 폭행 하였다.",127.4375564,36.6322502
224,충남논산경찰서,충남논산경찰서,연산파출소,2016-10-13 20:30,충청남도 논산시 연산면 화악길 61-23,강간·강제추행,강제추행,1,1,"피의자 김상후은 전남과학대학에 재학 중인 학생이다. 
피의자는 2016. 10. 13. 20:30.경 전남 곡성군 대학로 113소재 전남과학대학 운동장에 설치된 학교 축제 무대 앞에서 가수 공연을 보고 있던 피해자 최민선의 엉덩이 부위를 뒤에서 손으로 스치듯 약 5회 정도 만졌다. 이로써 피해자를 강제로 추행하였다.",127.0477017,37.74613571
225,서울노원경찰서,서울노원경찰서,당고개파출소,2017-10-16 3:30,서울특별시 노원구 한글비석로24바길 54 (상계동),폭력,폭행,2,2,"피의자 정현아(17세,여)는 대성직업학교 3학년, 피의자 김혜은(21세,여)는 전남과학대학교 3학년에 재학중인 대학생이다. 
가. 피의자 정현아 상해
   피의자는 2017. 10. 16  03:30분 서울특별시 노원구 한글비석로24바길 54 (상계동) 여자 화장실 내에서 피해자 김소미가 어깨를 부딪혀 놓고 사과를 하지 않고 '왜 씹할' 이라고 욕설을 하냐는 말에 시비가 되어 손으로 피해자의 머리카락을 잡아 당기고 손톱으로 얼굴을 2-3회 할퀴고, 발로 피해자의 오른쪽 허벅지를 3회 차서 폭행하였다.
   이로써 피해자에게 약 2주간의 치료를 요하는 요추의 염좌 및 긴장, 경추의 염좌 및 긴장, 두피의 표재성 손상, 타박상, 안구 및 안와조직의 타박상을 입혔다.
나.피의자 김혜은의 폭행
  피의자는 위 가항과 같은 일시 장소에서 같은 이유로 시비가 되어 손으로 피해자 윤의현의 얼굴을 1회 할퀴고, 오른쪽 어깨를 1회 때리고 발로 피해자 발부위를 3회 차서 폭행하였다.",127.0544748,37.17157922
226,인천남동경찰서,인천남동경찰서,송림지구대,2019-01-10 22:00,인천광역시 동구 새천년로38번길 10-6,폭력,폭행,1,1,"피의자는 2019. 1. 10. 22:00경 인천광역시 동구 새천년로38번길 10-6에 있는 아이러브pc방에서 게임을 하면서 담배를 피우던 중 계속해서 담뱃재를 바닥에 털었다. 종업원인 피해자가 “손님 담뱃재는 종이컵에 털어주세요”라고 요구하자 “야이 새끼야 같잖냐? 어디서 나한테 이래라 저래라야 ”라고 화를 내며 피해자의 왼쪽 뺨을 오른손 손바닥으로 1대 때려 폭행 하였다.
",127.2128004,37.90481169
227,경기파주경찰서,경기파주경찰서,금촌지구대,2016-09-30 20:30,경기도 파주시 동산3길 5 (금촌동),강간·강제추행,강제추행,1,1,"피의자는 모텔 관리자이고, 피해자는 모텔 종업원이다. 
피의자는 2016. 9. 30. 20:30경 경기도 파주시 동산3길 5 (금촌동)에 있는 그리스모텔 안내실에서 피해자 최윤우이 저녁 식사를 준비하고 있는 것을 보고 뒤에서 양팔로 껴안아 추행하고, 동일 21:00경 카운터에 있는 피해자를 안내실로 불러 앉으라고 하고 발을 펴게 한 다음 허벅지를 베고 눕는 등 피해자의 의사에 반하여 강제추행 하였다.",126.8356785,37.53137883
228,전남목포경찰서,전남목포경찰서,산정파출소,2017-11-21 14:00,전라남도 목포시 양을로 42 107동 103호 (대성LH 천년나무아파트),,사기,1,1,"피의자는 2017. 11. 21. 14:00경 불상지에서 휴대전화(010-1120-1222)로 전라남도 목포시 양을로 42 107동 103호 (대성LH 천년나무아파트) 주차장에 있는 피해자 김응수(56세, 남)의 휴대전화(010-7123-4123)로 전화를 하여, 대출과 관련한 상담 후, ""대출을 하려면 신용보증보험에 보증금 892,000원을 입금하여야 한다.""라고 거짓말을 하였다. 그러나 사실은 피해자가 보증금 명목으로 돈을 입금하여도 대출을 해줄 의사나 능력이 없었다.
피의자는 이와 같이 피해자를 기망하여 이에 속은 피해자로부터 우리은행 1111-131-515151 김양선 계좌로 892,000원을 이체 받아 재산상 이득을 취득하였다.",126.7385264,37.44124343
229,경북구미경찰서,경북구미경찰서,양포파출소,2018-08-07 13:30,경상북도 구미시 흥안로3길 15,,사기,1,1,"피의자 2018. 8. 7. 13:30경 경상북도 구미시 흥안로3길 15에 있는 피해자가 운영하는 왕자숯불갈비에서 마치 음식값을 정상적으로 지급할 것 같은 태도를 보이면서 피해자에게 돼지갈비 등을 주문하였다.
그럼에도 피의자는 위와 같이 피해자를 기망하여 이에 속은 피해자로부터 돼지갈비 4인반, 된장찌개를 제공받고 시가 합계 57,000원 상당의 대금을 지불하지 않았다.
이로써 피의자는 피해자를 기망하여 57,000원 상당의 재물을 교부받고, 재산상 이득을 취득하였다.",127.0380083,37.64191461
230,대전중부경찰서,대전중부경찰서,유등지구대,2018-08-17 4:10,대전광역시 중구 계백로1603번길 21 (유천동),강간·강제추행,유사강간,1,1,"피의자 오성진은 2018. 8. 17. 04:10경 대전광역시 중구 계백로1603번길 21 (유천동)에 있는 '더 게스트하우스 ' 상호의 숙박업소 203호 객실에서 같은 객실에서 잠을 자고 있던 피해자 변성민의 침대로 가 피해자의 성기와 젖꼭지를 피의자의 입으로 빨고 피해자의 왼손을 피의자의 팬티 안으로 가져가 자신의 성기를 만지게 하였다. 이로써 피의자는 피해자를 유사강간하였다.
",126.3953707,34.82764968
231,서울강서경찰서,서울강서경찰서,가양지구대,2017-09-15 12:10,서울특별시 강서구 화곡로63가길 92 (등촌동),,사기,1,1,"피의자우주형는 판넬 공사업자이고, 피해자 박다진솔은 ㈜돌산건설의 대표이다.
피의자는 2017. 9월초순경 전화상으로 피해자 박다진솔에게 “내가 서울특별시 강서구 화곡로63가길 92에 있는 일반산업단지에서 판넬 공사를 하고 있는데 샷시 공사를 할 줄 모르니 대신 해 주면 샷시 공사 완료 후 공사대금 1,800만 원을 지급해 주겠다.”고 거짓말을 하였다. 그러나 사실 피의자는 샷시 공사대금을 지급할 의사나 능력이 없었다.
피의자는 이와 같이 피해자를 기망하여 이에 속은 피해자로 하여금 샷시 공사를 하게 하고, 2017. 9. 14.경 샷시 공사가 완료되었음에도 공사대금 1,800만 원을 지급하지 않아 동액상당의 재산상 이익을 취득하였다.",127.1424627,36.99147162
232,경북구미경찰서,경북구미경찰서,도량지구대,2018-08-29 16:10,경상북도 구미시 봉곡남로 148 현대아파트 관리소1층,폭력,상해,1,1,"피의자 유승준의 상해
가. 피의자는 2018. 8. 29. 16:10경 경상북도 구미시 봉곡남로 148 현대아파트 관리소1층에 있는 한일시멘트 후문 하차지에서 피해자 조병연(32세,남)이 02사1198호 화물차량을 운전하며 차량이 방향지시등을 켜지 않고 운전하였다는 이유로 피해자의 얼굴에 침을 1회 뱉고, 멱살을 잡고 머리로 얼굴을 들이받아 그로인해 약3주간의 치료를 요하는 비골골절의 상해를 가하였다.
피의자 유승준의 상해
나. 피의자는 위 “가” 항과 같은 일시 장소에서 피해자 조병연(32세, 남)의 행위에 대항하여 피해자의 멱살을 1회 잡고 얼굴에 침을 뱉어 약2주간의 치료를 요하는 팔꿈치부분의 염좌 및 긴장, 동통, 압통의 상해를 가였다.",127.0362352,37.74899791
233,인천남동경찰서,인천남동경찰서,논현지구대,2019-04-24 9:20,인천광역시 남동구 오봉동로 8 (도림동),폭력,감금,1,1,"피의자 홍예찬은 비트코인 투자사업을 하는 자로, 1998. 10. 21. 도로교통법위반으로 광주지방법원에서 벌금 70만원을 선고받았고, 피의자 홍예찬은 일용직 노동자로, 2018. 10. 18. 근로기준법위반으로 광주지방법원에서 벌금 150만원을 선고받는 등 총 10회의 범죄경력이 있다.
피의자 홍예찬은 가상화폐 투자로 손해가 발생하고 투자자들로부터 투자금 반환에 대해 압박이 심해지자 경제사정이 자신과 비슷한 피의자 홍예찬과 함께 평소 고액의 가상화폐를 소유하고 있다는 사실을 알고 있던 피해자 최재영로부터 가상화폐를 강취하기로 공모하였다.
피의자들은 2019. 4. 24. 09:20경 인천광역시 남동구 오봉동로 8 (도림동) 아파트 지하주차장에서 피해자가 운행하는 42다0512(벤츠 S클래스)차량 부근에서 대기 중, 같은 날 10:30경 피해자가 차량문을 열고 탑승하자 달려들어 피해자를 제압하고 테이프로 손과 발 등을 결박한 뒤 약 3시간 동안 피해차량에 감금하였다.",128.6870865,34.89614506
234,경기의정부경찰서,경기의정부경찰서,송산파출소,2019-05-26 17:00,"경기도 의정부시 용현로 111 102동 106호(민락동,송산푸르지오아파트)",강간·강제추행,강제추행,1,2,"피의자 고윤식은 돌산병원 센터장이고, 피해자 장문선(여, 22세), 피해자 김완민(여, 22세)는 돌산병원에 근무하는 물리치료사이다.
1. 피해자 장문선에 대한 강제추행
피혐의자는 2019. 5. 26. 불상의 시간에 경기도 의정부시 용현로 111 102동 106호(민락동,송산푸르지오아파트)에 위치한 갓포요리미치에서 피해자 장문선(여, 22세)과 회식을 하면서 피해자의 의사에 반하여 가슴을 만지고 강제로 키스를 하여 강제로 추행하였다.
2. 피해자 김완민에 대한 강제추행
위 1항과 같은 일시, 장소에서 피해자의 의사에 반하여 피해자 김완민(여, 22세)의 가슴을 만지고 강제로 키스하여 강제추행 하였다. ",128.6709707,35.88134531
235,경북포항북부경찰서,경북포항북부경찰서,역전파출소,2019-06-07 19:10,경상북도 포항시 북구 양학로96번길 11-12,폭력,폭행,1,1,"피의자는 피해자 김광은(59세,남)의 아파트 아래층에 살고 있는 이웃으로 평소 층간 소음 문제로 피해자에게 불만을 품고 있었다.
피의자는 2019. 6. 7. 19:10경 경상북도 포항시 북구 양학로96번길 11-12 주공아파트 209동 1505호 앞에서 피해자가 “쿵 쿵”거리며 시끄럽게 한다는 이유로 위험한 물건인 프라이팬을 들고 찾아가 현관문을 두드린 후 피해자가 나오자 들고 있던 프라이팬을 피해자에게 휘두르는 등 폭행하였다.",129.0930479,35.11342966
236,대구수성경찰서,대구수성경찰서,고산지구대,2016-09-02 4:30,대구광역시 수성구 시지로 25-2,방화,일반물건방화,1,1,"피의자는 대구광역시 수성구 시지로 25-2 10층에 있는 '아카데미‘ 독서실에 다니는 자로, 평소 공부 때문에 스트레스를 받고 있다는 이유로 불을 놓아 스트레스를 풀려고 마음먹었다. 
피의자는 대구광역시 수성구 시지로 25-2 10층에 있는 장애인 화장실에 들어가 화장실 세면대 위에 쌓여있던 무주물인 종이박스에 미리 소지하고 있던 1회용 라이터로 점화하여 불을 놓아, 그 불길이 옆으로 번지게 하여 위 건물 관리자인 피해자 안의준(61세, 남) 소유의 시가 1만원 상당의 플라스틱 쓰레기통에 불이 옮겨 일부를 소훼하였다.",126.8131556,37.56477424
237,서울강서경찰서,서울강서경찰서,화곡지구대,2018-06-21 23:30,서울특별시 강서구 화곡로53길 43-13,방화,일반자동차방화,1,1,"피의자는 2018. 6. 21. 23:30경, 서울특별시 강서구 화곡로53길 43-13 지하3층 주차장내에 피해자 김수찬가 주차한 '59오1237' 차량의 적재함에 불상의 방법으로 불을 놓아 동 차량 적재함에 실려있던 폐건축 자재를 태워 이를 소훼하였다.
",129.2550244,35.55039651
238,제주서부경찰서,제주서부경찰서,하귀파출소,2017-08-11 0:20,제주특별자치도 제주시 애월읍 하귀동남3길 9,방화,일반자동차방화,1,3,"피의자 김성근은 돌산제약회사에 근무하는 자로, 피해자 최항민(만50세, 남), 박준모(만43세, 남), 이우열(만40세, 남)과는 같은 아파트에 거주할 뿐 아무런 관계가 없다.
피의자는 2017. 8. 11. 00:20경, 제주특별자치도 제주시 애월읍 하귀동남3길 9  201동 주차장에서 위 피해자 최항민가 운행 중인 시가 70,000,000원 상당 58하1124호(벤츠 E300 4Matic)차량이 주차되어 있는 것을 발견하고 차량 뒷부분에서 서성이다, 그 곳 옆에 주차 된 포터 차량 짐칸에 실려 있는 휘발유통을 집어 들고 트렁크에 쏟아 부은 다음 일회용라이터를 이용, 불을 붙여 트렁크에서 조수석까지 불길을 번지게 하였다.
이로써, 피의자는 불을 놓아 타인의 자동차를 수리비 견적 75,008,798원이 들도록 반소 시켜 소훼하였다.",126.6623945,37.4740579
239,대전동부경찰서,대전동부경찰서,대전역지구대,2019-05-21 17:45,"대전광역시 동구 계족로140번길 33 102-102 (대동,펜타뷰)",방화,현주건조물방화미수,1,1,"피의자 김영찬는 2019. 05. 21. 17:45경 대전광역시 동구 계족로140번길 33 102-102 (대동,펜타뷰) '누리마루' 문화센터 4번방으로 검정색 가방에 인화성 물질(휘발유 3.6l, 신나 3.6l로 추정)을 넣고 들어간 다음, 미리 소지하고 있던 분홍색 일회용 라이터로 불을 놓아 피해자 박철민 및 상인 450명이 현주하고 있는 상가 전체를 소훼하려고 하였으나, 위 4번방 천장에 설치되어 있는 스프링쿨러에서 분출된 물에 의해 진화되어 그 뜻을 이루지 못하고 미수에 그쳤다.",126.8625018,37.31891308
240,경기하남경찰서,경기하남경찰서,창우파출소,2018-07-25 7:30,"경기도 하남시 대청로 62 101동 101호(신장동, 백조현대아파트)",방화,현주건조물방화,1,1,"피의자는 피해자 양준모(64세, 여)과 2010. 1. 18. 결혼을 한 사실혼 관계이다. 
피의자는 지난 3월 가정폭력(재물손괴)으로 인해 서울북부지방법원으로부터 피해자 접근금지 처분을 받고 그 처분기간 중, 2018. 7. 25. 07:30경 경기도 하남시 대청로 62 101동 101호(신장동, 백조현대아파트)에 있는 피해자 주거지를 술이 취하여 찾아갔다. 
피의자는 닫혀 있는 대문을 발로 수차례 걷어차며 열어줄 것을 요구하였지만 겁에 질린 피해자가 문을 열어주지 않자 화가 난 나머지 미리 소지하고 있던 지포 라이터 오일(133ml) 2개를 위 주소지 창문에 뿌리고 불을 놓았다. 
이로써 피의자는 피해자와 1급 중증장애로 거동을 전혀 하지 못하는 그녀의 아들 유희상(42세)이 주거로 사용하는 건조물 일부를 소훼하였다.
",126.7567133,37.71512837
241,전남고흥경찰서,전남고흥경찰서,읍내파출소,2018-09-28 17:28,전라남도 고흥군 고흥읍 봉동주공길 41-18 모아맨션 102호,방화,일반물건방화,1,1,"피의자와 피의자의 부모는 돌산교회 교인으로 최근 피의자는 부모님이 억지로 교회에 보내는 것에 대한 반감이 있었다. 
피의자는 2018. 9. 28. 17:28경 전라남도 고흥군 고흥읍 봉동주공길 41-18 모아맨션 102호에 있는 명성교회 에서 드럼수업이 끝나고 화장실에서 휴지를 가지고 지하 2층으로 내려가 그곳 바닥에 쌓여있던 나무테이블에 불을 내기위하여 교회에 올 때 가져온 라이터로 휴지에 불을 붙여 테이블 틈 사이로 집어넣었다.
이로써 피의자는 나무테이블에 불을 옮겨붙게하여 피해자 우상윤(남, 58세)이 관리하는 시가미상인 나무테이블을 태워 소훼하였다.
",129.3351818,35.55334528
